timestamp,elapsed_seconds,estimated_db,dbfs,speed_kmh,vibration_ms2,latitude,longitude,gps_accuracy_m
2026-09-07T15:31:42.651Z,1,36.6,-63.4,,0.052,54.64988512923443,25.218171654292586,22.109030645432863
2026-09-07T15:31:43.651Z,2,45.8,-54.2,1.4,0.063,54.64992037513726,25.218207109743002,14
2026-09-07T15:31:44.651Z,3,46.5,-53.5,0,0.034,54.64981174567216,25.218112561875227,14
2026-09-07T15:31:45.652Z,4,40.2,-59.8,0,0.78,54.64975298853093,25.218048105039834,5.223863517669209
2026-09-07T15:31:46.653Z,5,47.7,-52.3,0,0.154,54.64972826191657,25.218010889389753,4.606936965892781
2026-09-07T15:31:47.656Z,6,50.8,-49.2,0,0.082,54.649720424837106,25.21797409283483,3.840233994958396
2026-09-07T15:31:48.659Z,7,42.4,-57.6,1.7,0.537,54.64971673679971,25.21795649083817,3.5355339059327373
2026-09-07T15:31:49.664Z,8,41.7,-58.3,0.7,0.449,54.64970944454395,25.21794425325954,3.5355339059327373
2026-09-07T15:31:50.668Z,9,48.4,-51.6,1.7,0.582,54.649707390977674,25.21796143616104,3.5355339059327373
2026-09-07T15:31:51.672Z,10,55.9,-44.1,0,0.047,54.64971170765781,25.217955820285916,3.5355339059327373
2026-09-07T15:31:52.676Z,11,41.8,-58.2,0,0.056,54.64970873208218,25.217948108934998,3.5355339059327373
2026-09-07T15:31:53.680Z,12,38.2,-61.8,0,0.027,54.649715479514235,25.217947606020807,3.5355339059327373
2026-09-07T15:31:54.685Z,13,66.7,-33.3,0,0.027,54.64971937709921,25.217941487231492,3.5355339059327373
2026-09-07T15:31:55.688Z,14,37,-63,0,0.025,54.64971937709954,25.217941487231492,4.748651530191761
2026-09-07T15:31:56.692Z,15,39.9,-60.1,0,0.01,54.64971941900906,25.21793620663249,4.748651530191761
2026-09-07T15:31:57.697Z,16,41.9,-58.1,0,0.032,54.64971941900906,25.21793620663249,4.748651530191761
2026-09-07T15:31:58.701Z,17,54.7,-45.3,0,0.375,54.64971941900906,25.21793620663249,4.748651530191761
2026-09-07T15:31:59.706Z,18,45.6,-54.4,0,0.465,54.64971941900906,25.21793620663249,4.748651530191761
2026-09-07T15:32:00.709Z,19,45.6,-54.4,0,0.591,54.649720466746956,25.2179290820148,4.748651530191762
2026-09-07T15:32:01.713Z,20,47.9,-52.1,1.8,0.594,54.649724881328986,25.217937128960386,4.748651530191765
2026-09-07T15:32:02.718Z,21,47.9,-52.1,3.2,0.91,54.64973235582542,25.217947706833787,4.748651530191772
2026-09-07T15:32:03.722Z,22,47.7,-52.3,3.2,0.921,54.64974098918758,25.217956926932068,4.748651530191771
2026-09-07T15:32:04.725Z,23,52.8,-47.2,4.6,0.823,54.64975828009482,25.217968546798087,4.7486515301917835
2026-09-07T15:32:05.730Z,24,50.7,-49.3,13.6,0.349,54.64980928225015,25.217933692455112,4.748651530191944
2026-09-07T15:32:06.734Z,25,51.3,-48.7,14.9,0.773,54.64984263994621,25.2178896412787,4.748651530191982
2026-09-07T15:32:07.738Z,26,53.1,-46.9,14.9,0.396,54.649871643232835,25.217835335291415,4.748651530191981
2026-09-07T15:32:08.742Z,27,52.3,-47.7,16.6,0.219,54.64990667397268,25.21777459944329,4.748651530192034
2026-09-07T15:32:09.746Z,28,50.5,-49.5,19.4,0.299,54.64994834791599,25.217685946672805,4.748651530192135
2026-09-07T15:32:10.750Z,29,50.3,-49.7,20.1,0.572,54.649985943378056,25.21763228320598,4.748651530192159
2026-09-07T15:32:11.754Z,30,53.5,-46.5,19.4,0.507,54.650021941292074,25.217582710323892,4.748651530192135
2026-09-07T15:32:12.758Z,31,49.7,-50.3,19.3,0.548,54.65005512734689,25.21752620061525,4.748651530192128
2026-09-07T15:32:13.762Z,32,47.1,-52.9,16.5,0.463,54.650084574260084,25.2174881796542,4.748651530192031
2026-09-07T15:32:14.767Z,33,48.5,-51.5,16.5,0.46,54.65011563095941,25.21744614142778,4.748651530192031
2026-09-07T15:32:15.770Z,34,48.5,-51.5,13.5,1.236,54.65013722393637,25.217428621015447,4.748651436207186
